app,acc,enrol,ftime,ptime,instate,outstate,rbcost,bkcost,phd,sfratio,expend,grad,top10
745,1606.0,1413.0,530.0,1921.0,1154.0,9408.0,9408.0,5520.0,500.0,78.0,12.1,7669.0,53.0,23.0
746,1768.0,1249.0,380.0,1263.0,11.0,16900.0,16900.0,5680.0,450.0,89.0,19.0,12837.0,79.0,51.0
747,5042.0,2312.0,944.0,5167.0,902.0,3116.0,5391.0,5411.0,700.0,81.0,14.4,8504.0,81.0,55.0
749,3366.0,1752.0,232.0,2585.0,1300.0,3641.0,7411.0,4748.0,690.0,90.0,18.6,10134.0,57.0,27.0
751,3148.0,1616.0,504.0,3553.0,3152.0,11010.0,11010.0,5400.0,623.0,77.0,16.7,9637.0,60.0,9.0
752,2088.0,957.0,362.0,2745.0,1938.0,3227.0,4449.0,4860.0,600.0,74.0,17.8,7333.0,47.0,6.0
753,4019.0,1579.0,710.0,4365.0,765.0,2288.0,3040.0,4351.0,711.0,78.0,19.5,5599.0,64.0,23.0
755,546.0,447.0,189.0,873.0,683.0,11138.0,11138.0,4138.0,600.0,40.0,14.0,8820.0,80.0,16.0
756,77.0,61.0,27.0,352.0,147.0,3120.0,3120.0,3382.0,400.0,24.0,14.3,3190.0,20.0,7.0
758,777.0,649.0,406.0,1630.0,384.0,1392.0,5148.0,2380.0,400.0,72.0,17.4,7664.0,28.0,5.0
759,787.0,601.0,233.0,1017.0,411.0,1302.0,5376.0,3214.0,600.0,99.0,13.7,9241.0,34.0,40.0
762,3871.0,3349.0,1891.0,12257.0,5264.0,1884.0,7115.0,3516.0,584.0,91.0,14.3,8209.0,34.0,27.0
766,2186.0,1924.0,512.0,2683.0,1227.0,12280.0,12280.0,6450.0,750.0,29.0,12.2,10527.0,56.0,16.0
767,1011.0,829.0,410.0,1059.0,2458.0,9000.0,9000.0,3100.0,450.0,77.0,12.4,11178.0,42.0,9.0
768,1732.0,1425.0,472.0,1830.0,110.0,16548.0,16548.0,5406.0,500.0,82.0,11.3,10932.0,73.0,37.0
769,1910.0,838.0,285.0,1004.0,15.0,19264.0,19264.0,6206.0,750.0,98.0,10.4,13894.0,79.0,50.0
770,2853.0,2193.0,753.0,2978.0,434.0,10750.0,10750.0,5340.0,400.0,90.0,14.6,7972.0,64.0,16.0
776,2174.0,1953.0,557.0,2332.0,53.0,15960.0,15960.0,5580.0,700.0,95.0,15.8,11659.0,77.0,35.0
777,4856.0,2492.0,727.0,2649.0,25.0,19510.0,19510.0,5565.0,500.0,95.0,10.5,15494.0,93.0,46.0
778,946.0,648.0,177.0,707.0,432.0,11790.0,11790.0,5770.0,500.0,75.0,11.9,10015.0,83.0,23.0
780,983.0,664.0,249.0,1698.0,894.0,9990.0,9990.0,5666.0,800.0,66.0,14.3,6084.0,64.0,23.0
786,866.0,619.0,157.0,1074.0,336.0,8920.0,8920.0,4310.0,680.0,68.0,14.6,6898.0,46.0,18.0
787,360.0,329.0,108.0,756.0,863.0,8310.0,8310.0,5500.0,600.0,43.0,12.7,5480.0,54.0,4.0
788,1457.0,1045.0,345.0,1109.0,502.0,14990.0,14990.0,4980.0,450.0,77.0,21.5,7502.0,64.0,27.0
789,4200.0,2874.0,942.0,4740.0,1646.0,14235.0,14235.0,6965.0,600.0,86.0,14.4,10864.0,80.0,30.0
790,3140.0,1783.0,454.0,1646.0,24.0,19700.0,19700.0,5050.0,300.0,91.0,9.6,17761.0,91.0,40.0
791,2083.0,1725.0,430.0,1464.0,67.0,17480.0,17480.0,4780.0,500.0,75.0,12.3,11625.0,73.0,22.0
792,2688.0,2081.0,500.0,1792.0,5.0,19029.0,19029.0,5841.0,600.0,99.0,12.1,13040.0,79.0,25.0
793,7428.0,5860.0,1349.0,6534.0,1350.0,11600.0,11600.0,5920.0,1000.0,81.0,13.9,10093.0,60.0,25.0
794,949.0,786.0,302.0,1210.0,26.0,9990.0,9990.0,3550.0,500.0,85.0,15.0,8187.0,67.0,30.0
796,4892.0,3530.0,913.0,3906.0,1446.0,10690.0,10690.0,6790.0,570.0,66.0,16.0,8107.0,66.0,13.0
797,7259.0,5526.0,1368.0,5612.0,166.0,14424.0,14424.0,6192.0,634.0,58.0,11.5,9812.0,75.0,23.0
798,461.0,381.0,174.0,738.0,55.0,9600.0,9600.0,4550.0,600.0,55.0,13.3,7863.0,51.0,10.0
800,1470.0,1199.0,425.0,1820.0,558.0,11040.0,11040.0,4840.0,400.0,89.0,13.3,8118.0,94.0,21.0
801,2432.0,1730.0,563.0,2578.0,254.0,12370.0,12370.0,6800.0,500.0,92.0,13.6,10062.0,79.0,20.0
802,962.0,750.0,212.0,830.0,150.0,14700.0,14700.0,6550.0,450.0,97.0,11.3,11291.0,70.0,21.0
803,4731.0,3171.0,830.0,3557.0,658.0,10700.0,10700.0,5925.0,550.0,74.0,17.6,8408.0,69.0,12.0
804,478.0,327.0,117.0,731.0,370.0,11510.0,11510.0,6450.0,575.0,71.0,10.3,10502.0,77.0,9.0
805,695.0,535.0,239.0,988.0,785.0,10200.0,10200.0,7000.0,350.0,63.0,11.7,10622.0,68.0,21.0
809,1170.0,695.0,238.0,1170.0,429.0,7470.0,7470.0,4600.0,250.0,74.0,15.3,6898.0,88.0,14.0
810,947.0,798.0,266.0,1274.0,471.0,10850.0,10850.0,5150.0,550.0,77.0,13.6,8797.0,61.0,36.0
811,13594.0,7244.0,2505.0,12408.0,2814.0,17748.0,17748.0,7262.0,450.0,87.0,7.8,21227.0,71.0,70.0
812,2220.0,1796.0,467.0,1919.0,334.0,10320.0,10320.0,4762.0,450.0,68.0,14.2,7788.0,65.0,65.0
813,460.0,283.0,160.0,508.0,34.0,7950.0,7950.0,3810.0,600.0,35.0,11.6,9685.0,55.0,15.0
814,8256.0,3750.0,1522.0,5809.0,4379.0,11100.0,11000.0,5160.0,660.0,90.0,13.8,10059.0,62.0,37.0
815,1132.0,847.0,302.0,1379.0,214.0,16200.0,16200.0,4200.0,436.0,90.0,10.4,14329.0,62.0,58.0
822,1380.0,768.0,263.0,1000.0,105.0,19300.0,19300.0,6694.0,600.0,89.0,6.1,14779.0,83.0,57.0
823,4293.0,2728.0,591.0,2322.0,263.0,18710.0,18710.0,5970.0,500.0,87.0,12.7,14837.0,81.0,25.0
824,2961.0,1932.0,628.0,2669.0,616.0,10800.0,10800.0,5100.0,575.0,71.0,14.1,8189.0,100.0,24.0
825,1489.0,1313.0,375.0,1688.0,131.0,10456.0,10456.0,4927.0,500.0,91.0,17.7,9828.0,78.0,13.0
827,1368.0,1064.0,354.0,1687.0,677.0,10570.0,10570.0,5600.0,400.0,86.0,14.5,7908.0,66.0,19.0
830,2753.0,1820.0,505.0,1801.0,45.0,18720.0,18720.0,5730.0,650.0,90.0,11.5,14980.0,85.0,31.0
831,861.0,609.0,215.0,1117.0,815.0,8650.0,8650.0,5700.0,500.0,69.0,16.1,6534.0,67.0,10.0
834,12512.0,6969.0,1724.0,9744.0,1351.0,2650.0,6550.0,4712.0,600.0,91.0,10.5,13705.0,57.0,27.0
835,7294.0,3564.0,904.0,5758.0,1363.0,2650.0,6550.0,4460.0,500.0,79.0,19.0,6632.0,49.0,7.0
836,5318.0,3515.0,1025.0,7626.0,2091.0,2650.0,6550.0,4040.0,550.0,71.0,18.7,7511.0,42.0,8.0
837,7888.0,3519.0,1036.0,5011.0,346.0,2650.0,6550.0,4680.0,630.0,82.0,17.8,5563.0,53.0,6.0
838,4877.0,2798.0,814.0,4123.0,298.0,2650.0,6550.0,4420.0,620.0,82.0,16.3,6442.0,66.0,13.0
839,8598.0,4562.0,1143.0,5060.0,146.0,2650.0,6550.0,4170.0,600.0,79.0,19.1,5716.0,76.0,56.0
840,8399.0,3609.0,656.0,4658.0,1478.0,2650.0,6550.0,4240.0,550.0,85.0,15.3,6608.0,53.0,19.0
842,8000.0,4556.0,1464.0,6943.0,869.0,2650.0,6550.0,4810.0,500.0,69.0,22.0,5280.0,63.0,17.0
843,5549.0,3583.0,853.0,5004.0,475.0,2650.0,6550.0,4176.0,600.0,80.0,17.9,6174.0,65.0,9.0
844,3150.0,2289.0,650.0,3598.0,234.0,2650.0,6840.0,4660.0,500.0,71.0,15.1,6436.0,59.0,16.0
845,10477.0,7260.0,2442.0,10142.0,117.0,15150.0,15150.0,6870.0,635.0,73.0,11.3,14231.0,67.0,28.0
847,3495.0,1712.0,528.0,1915.0,123.0,18732.0,18732.0,6204.0,450.0,94.0,11.5,15411.0,88.0,49.0
851,3550.0,1877.0,653.0,2164.0,77.0,18920.0,18920.0,5950.0,600.0,90.0,9.7,17089.0,90.0,53.0
852,1416.0,1015.0,417.0,1324.0,117.0,13500.0,13500.0,5800.0,585.0,67.0,13.2,9006.0,75.0,10.0
853,318.0,240.0,130.0,416.0,19.0,14900.0,14900.0,5550.0,600.0,93.0,8.3,13935.0,69.0,40.0
868,1454.0,1267.0,424.0,1874.0,757.0,11431.0,11431.0,4684.0,600.0,43.0,17.4,9090.0,66.0,20.0
869,1690.0,1366.0,662.0,2718.0,1460.0,10995.0,10995.0,4410.0,1000.0,68.0,17.6,8086.0,85.0,30.0
870,692.0,514.0,209.0,760.0,81.0,9900.0,9900.0,3990.0,400.0,76.0,13.3,9073.0,58.0,20.0
871,9251.0,7333.0,3076.0,13699.0,1213.0,3070.0,7452.0,3352.0,600.0,81.0,21.1,6918.0,67.0,14.0
872,1747.0,1382.0,449.0,1662.0,960.0,13050.0,13050.0,4000.0,500.0,64.0,12.1,9557.0,83.0,34.0
873,3877.0,3156.0,713.0,3051.0,513.0,15700.0,15700.0,4730.0,525.0,95.0,2.9,19733.0,67.0,71.0
874,1307.0,1090.0,616.0,2196.0,82.0,7344.0,7344.0,4410.0,570.0,50.0,15.3,6897.0,64.0,25.0
877,798.0,620.0,238.0,1165.0,1232.0,9800.0,9800.0,4430.0,400.0,46.0,11.1,6889.0,100.0,14.0
878,553.0,452.0,228.0,1301.0,242.0,9650.0,9650.0,4400.0,600.0,57.0,14.9,6336.0,83.0,22.0
879,2100.0,1883.0,553.0,1704.0,1.0,16240.0,16240.0,4690.0,500.0,84.0,11.1,14140.0,69.0,29.0
880,571.0,461.0,174.0,645.0,283.0,10850.0,10850.0,3670.0,400.0,58.0,12.8,7505.0,56.0,10.0
881,2762.0,2279.0,533.0,1835.0,14.0,16900.0,16900.0,4720.0,500.0,88.0,11.6,12423.0,81.0,32.0
884,738.0,687.0,241.0,964.0,242.0,13780.0,13780.0,4410.0,500.0,68.0,12.5,9268.0,65.0,20.0
885,922.0,729.0,244.0,1000.0,275.0,14067.0,14067.0,4560.0,400.0,75.0,10.6,12165.0,79.0,37.0
886,2421.0,2109.0,820.0,3168.0,392.0,11700.0,11700.0,5550.0,600.0,89.0,14.5,7738.0,89.0,27.0
888,2212.0,1538.0,408.0,1445.0,1.0,19240.0,19240.0,3690.0,750.0,95.0,11.1,14067.0,88.0,44.0
890,874.0,758.0,428.0,1605.0,246.0,9858.0,9858.0,3700.0,450.0,42.0,17.6,4796.0,55.0,21.0
891,1611.0,960.0,342.0,1089.0,210.0,13850.0,13850.0,3920.0,470.0,80.0,13.2,10223.0,96.0,27.0
892,1310.0,1086.0,458.0,1365.0,144.0,12250.0,12250.0,3530.0,400.0,85.0,16.7,7215.0,81.0,26.0
893,1109.0,922.0,375.0,1115.0,70.0,13240.0,13240.0,3914.0,600.0,73.0,13.4,9333.0,73.0,24.0
895,4778.0,2767.0,678.0,2587.0,120.0,19670.0,19670.0,5820.0,575.0,77.0,10.1,16593.0,83.0,50.0
896,2936.0,2342.0,669.0,2502.0,66.0,15990.0,15990.0,4080.0,600.0,73.0,14.5,9979.0,83.0,35.0
897,11023.0,8298.0,3183.0,14861.0,1310.0,3552.0,7629.0,4095.0,550.0,79.0,20.4,8811.0,64.0,21.0
898,2190.0,1700.0,458.0,1780.0,48.0,16732.0,16732.0,5650.0,550.0,93.0,12.1,12011.0,75.0,36.0
899,1496.0,1205.0,428.0,1648.0,936.0,12888.0,12888.0,4440.0,420.0,62.0,13.9,8802.0,87.0,26.0
900,845.0,734.0,254.0,662.0,351.0,7600.0,7600.0,3800.0,600.0,59.0,19.0,5096.0,39.0,5.0
902,6855.0,5553.0,2408.0,11036.0,2011.0,3234.0,8907.0,4697.0,556.0,89.0,10.8,13889.0,54.0,26.0
903,6361.0,5293.0,1507.0,5889.0,665.0,11380.0,11380.0,4220.0,500.0,81.0,14.8,8894.0,93.0,26.0
906,325.0,260.0,86.0,699.0,717.0,9600.0,9600.0,4202.0,450.0,39.0,10.5,7164.0,68.0,21.0
907,1092.0,890.0,477.0,847.0,497.0,8670.0,8670.0,4180.0,500.0,42.0,11.3,5738.0,68.0,27.0
909,709.0,602.0,225.0,1372.0,611.0,10230.0,10230.0,4110.0,500.0,59.0,13.3,6943.0,67.0,15.0
910,1979.0,1739.0,575.0,1980.0,144.0,15948.0,15948.0,4404.0,400.0,82.0,12.8,10414.0,78.0,42.0
911,1959.0,1805.0,695.0,2849.0,1107.0,11520.0,11520.0,4960.0,600.0,73.0,13.3,9189.0,83.0,24.0
912,3297.0,2903.0,1907.0,9633.0,3662.0,2196.0,4536.0,3675.0,570.0,71.0,18.0,5483.0,50.0,13.0
914,510.0,485.0,334.0,1114.0,94.0,7400.0,7400.0,3346.0,600.0,57.0,19.8,6869.0,58.0,18.0
915,9239.0,7788.0,3290.0,13606.0,807.0,3740.0,8856.0,3960.0,500.0,81.0,17.6,7846.0,85.0,35.0
920,1782.0,1695.0,1238.0,3302.0,2686.0,1640.0,4017.0,2400.0,650.0,55.0,19.9,3823.0,36.0,15.0
922,3398.0,3191.0,1326.0,7517.0,4525.0,1133.0,1928.0,2150.0,500.0,65.0,22.8,3709.0,31.0,9.0
927,758.0,681.0,484.0,1707.0,705.0,5390.0,5390.0,3140.0,515.0,63.0,15.1,5511.0,50.0,35.0
928,776.0,765.0,351.0,1419.0,228.0,6400.0,6400.0,3150.0,500.0,58.0,16.2,6578.0,45.0,22.0
930,285.0,280.0,208.0,1140.0,473.0,1408.0,3687.0,1920.0,600.0,67.0,23.6,3864.0,43.0,21.0
931,4522.0,3913.0,2181.0,12830.0,1658.0,1889.0,5336.0,3344.0,800.0,84.0,15.3,6433.0,48.0,29.0
932,350.0,343.0,251.0,1117.0,117.0,1212.0,3274.0,1800.0,90.0,58.0,18.1,4572.0,29.0,8.0
933,692.0,576.0,174.0,597.0,83.0,10500.0,10500.0,3860.0,600.0,58.0,11.6,8990.0,39.0,19.0
934,818.0,700.0,447.0,2962.0,651.0,1500.0,3738.0,2619.0,450.0,55.0,19.6,4444.0,53.0,20.0
936,4743.0,3970.0,2233.0,13436.0,2582.0,1737.0,5173.0,3526.0,765.0,86.0,11.5,10244.0,44.0,32.0
938,1223.0,650.0,632.0,2645.0,167.0,7950.0,7950.0,3994.0,480.0,51.0,15.5,7885.0,45.0,13.0
940,299.0,206.0,81.0,811.0,206.0,9600.0,9600.0,3150.0,500.0,56.0,14.3,5976.0,41.0,26.0
942,809.0,726.0,294.0,1271.0,43.0,12500.0,12500.0,4130.0,400.0,53.0,13.5,7136.0,52.0,27.0
943,2774.0,2092.0,482.0,1763.0,59.0,15800.0,15800.0,4790.0,450.0,97.0,12.3,12999.0,69.0,35.0
944,1561.0,1188.0,458.0,1548.0,840.0,13380.0,13380.0,4210.0,500.0,89.0,17.8,8747.0,81.0,48.0
949,943.0,849.0,288.0,1041.0,35.0,14210.0,14210.0,3994.0,450.0,76.0,10.9,11216.0,42.0,41.0
951,1966.0,1436.0,327.0,1199.0,61.0,19960.0,19960.0,5490.0,500.0,90.0,11.8,15886.0,68.0,47.0
953,8631.0,6732.0,2546.0,11669.0,1605.0,3090.0,10602.0,3660.0,570.0,79.0,19.7,8020.0,54.0,25.0
954,1758.0,1485.0,419.0,2041.0,174.0,12040.0,12040.0,4100.0,600.0,92.0,13.2,9060.0,72.0,27.0
956,1658.0,1327.0,395.0,1595.0,159.0,14800.0,14800.0,4620.0,400.0,91.0,13.3,10779.0,68.0,49.0
957,1038.0,839.0,227.0,973.0,306.0,15595.0,15595.0,4400.0,300.0,79.0,11.3,11644.0,80.0,30.0
958,2652.0,1900.0,484.0,1707.0,44.0,17080.0,17080.0,4440.0,400.0,73.0,9.9,11711.0,76.0,44.0
960,1163.0,850.0,348.0,878.0,519.0,12850.0,12850.0,5400.0,400.0,78.0,12.2,8954.0,73.0,23.0
961,1465.0,810.0,313.0,1088.0,16.0,18165.0,18165.0,6750.0,500.0,100.0,12.3,17449.0,89.0,71.0
962,6548.0,3813.0,862.0,3316.0,31.0,18550.0,18550.0,4750.0,800.0,95.0,14.2,13675.0,93.0,49.0
963,599.0,494.0,224.0,1035.0,446.0,10518.0,10518.0,6250.0,300.0,59.0,16.5,7117.0,71.0,8.0
965,776.0,607.0,198.0,791.0,764.0,14340.0,14340.0,5285.0,500.0,58.0,11.7,10961.0,74.0,25.0
966,212.0,197.0,91.0,471.0,148.0,13500.0,13500.0,5230.0,400.0,95.0,9.3,16095.0,52.0,28.0
967,342.0,254.0,126.0,518.0,232.0,10335.0,10335.0,5015.0,700.0,71.0,8.3,7729.0,73.0,25.0
968,1432.0,888.0,317.0,1121.0,493.0,10860.0,10860.0,5760.0,550.0,56.0,12.9,8604.0,96.0,29.0
970,3014.0,2539.0,487.0,1889.0,62.0,18700.0,18700.0,5000.0,595.0,87.0,11.2,13861.0,87.0,31.0
972,2830.0,2374.0,1003.0,4253.0,942.0,10578.0,10578.0,5114.0,550.0,84.0,13.8,8456.0,75.0,34.0
973,458.0,369.0,165.0,1057.0,355.0,11190.0,11190.0,4800.0,450.0,60.0,13.6,8135.0,54.0,16.0
974,2417.0,1843.0,426.0,1476.0,299.0,14190.0,14190.0,4400.0,500.0,65.0,12.8,9815.0,81.0,36.0
976,2464.0,1908.0,678.0,2693.0,691.0,10970.0,10970.0,4280.0,500.0,47.0,13.3,7711.0,65.0,24.0
977,668.0,534.0,237.0,1306.0,258.0,9476.0,9476.0,4820.0,500.0,67.0,20.1,6786.0,74.0,19.0
978,3596.0,2466.0,575.0,1944.0,46.0,19964.0,19964.0,4328.0,500.0,94.0,12.1,14720.0,83.0,42.0
979,2491.0,1110.0,573.0,2213.0,35.0,5224.0,5224.0,3048.0,525.0,65.0,18.4,4957.0,100.0,57.0
980,380.0,237.0,104.0,716.0,1108.0,11000.0,11000.0,5550.0,500.0,36.0,7.8,7483.0,96.0,30.0
983,268.0,253.0,103.0,494.0,1305.0,10000.0,10000.0,5364.0,500.0,56.0,11.2,7305.0,69.0,16.0
984,6373.0,3264.0,1625.0,11375.0,1132.0,2954.0,7352.0,2906.0,500.0,77.0,20.6,6760.0,63.0,19.0
985,1005.0,859.0,298.0,1075.0,43.0,14850.0,14850.0,4460.0,450.0,97.0,12.7,12067.0,80.0,36.0
986,1456.0,1053.0,381.0,500.0,541.0,10910.0,10910.0,5160.0,400.0,66.0,15.6,7649.0,87.0,20.0
987,4010.0,2402.0,572.0,2018.0,226.0,18730.0,18730.0,5740.0,600.0,93.0,10.5,15365.0,92.0,36.0
988,2929.0,1834.0,622.0,2738.0,1662.0,12600.0,12600.0,5610.0,450.0,90.0,15.1,9084.0,84.0,20.0
989,1386.0,1060.0,320.0,965.0,502.0,13850.0,13850.0,4755.0,400.0,84.0,12.3,8196.0,85.0,28.0
990,6397.0,4304.0,1092.0,4298.0,132.0,18700.0,18700.0,5580.0,750.0,96.0,12.5,14665.0,91.0,40.0
991,1660.0,1091.0,326.0,1196.0,33.0,3020.0,4818.0,3400.0,350.0,71.0,12.6,10912.0,45.0,15.0
992,1286.0,1005.0,363.0,1363.0,74.0,13900.0,13900.0,4300.0,500.0,75.0,14.0,8024.0,72.0,16.0
993,1107.0,859.0,323.0,1452.0,402.0,11040.0,11040.0,4500.0,600.0,65.0,11.8,9034.0,66.0,13.0
994,1557.0,1074.0,397.0,1805.0,433.0,9813.0,9813.0,4050.0,425.0,45.0,16.7,7307.0,78.0,15.0
995,1742.0,1382.0,607.0,2258.0,53.0,10300.0,10300.0,5080.0,475.0,68.0,14.1,7762.0,89.0,30.0
996,1232.0,955.0,303.0,1241.0,485.0,14990.0,14990.0,4730.0,550.0,86.0,15.2,9566.0,74.0,23.0
998,2519.0,1836.0,462.0,1656.0,352.0,16975.0,16975.0,4565.0,600.0,76.0,12.8,10888.0,83.0,30.0
999,2139.0,1492.0,502.0,2186.0,2171.0,12350.0,12350.0,5370.0,500.0,88.0,12.6,9603.0,63.0,24.0
1000,6773.0,3028.0,1025.0,5847.0,946.0,3086.0,7844.0,2948.0,500.0,66.0,18.0,7041.0,75.0,15.0
1005,5880.0,2840.0,1136.0,5866.0,918.0,3512.0,8285.0,2970.0,500.0,58.0,19.4,6552.0,57.0,12.0
1006,3570.0,2215.0,651.0,3390.0,325.0,2954.0,7352.0,3620.0,225.0,47.0,16.1,6374.0,63.0,17.0
1008,6011.0,3075.0,960.0,5146.0,1532.0,3086.0,7844.0,3830.0,450.0,72.0,16.8,7832.0,71.0,22.0
1009,5818.0,3281.0,1116.0,5268.0,300.0,3086.0,7844.0,3504.0,450.0,80.0,18.8,6719.0,72.0,14.0
1010,4655.0,3113.0,1241.0,5965.0,954.0,2954.0,7352.0,3256.0,500.0,72.0,16.9,6733.0,56.0,26.0
1011,6502.0,3539.0,1372.0,7484.0,1904.0,3086.0,7844.0,4108.0,400.0,76.0,15.3,6773.0,52.0,11.0
1013,1538.0,1259.0,468.0,1664.0,1042.0,11690.0,11690.0,5062.0,600.0,48.0,12.9,8028.0,68.0,19.0
1014,875.0,744.0,207.0,1173.0,1402.0,9700.0,9700.0,4830.0,400.0,45.0,14.5,7652.0,66.0,7.0
1016,936.0,794.0,197.0,752.0,210.0,11240.0,11240.0,4180.0,350.0,71.0,11.2,10065.0,71.0,24.0
1017,1046.0,824.0,284.0,1223.0,451.0,10880.0,10880.0,5050.0,400.0,64.0,19.3,7344.0,69.0,21.0
1018,2519.0,2003.0,776.0,2473.0,1314.0,12750.0,12750.0,6350.0,350.0,84.0,17.4,8243.0,83.0,39.0
1019,700.0,595.0,278.0,1035.0,182.0,10850.0,10850.0,3936.0,500.0,62.0,12.3,8534.0,88.0,19.0
1020,2096.0,1512.0,465.0,1442.0,166.0,16130.0,16130.0,4710.0,400.0,83.0,13.9,10554.0,90.0,27.0
1022,7987.0,5145.0,2399.0,14726.0,4666.0,5314.0,10096.0,5282.0,600.0,87.0,11.2,12231.0,45.0,15.0
1023,1154.0,951.0,253.0,791.0,140.0,11172.0,11172.0,4958.0,700.0,68.0,11.6,9186.0,60.0,15.0
1025,8586.0,6383.0,2503.0,13138.0,4289.0,4962.0,10786.0,4560.0,400.0,93.0,7.8,13789.0,66.0,25.0
1026,4471.0,2942.0,910.0,3674.0,493.0,11584.0,11584.0,5986.0,650.0,83.0,14.1,9131.0,92.0,29.0
1027,1399.0,1026.0,308.0,1131.0,17.0,14900.0,14900.0,5160.0,500.0,82.0,11.6,12082.0,79.0,44.0
1028,7759.0,5588.0,1477.0,6362.0,1292.0,15925.0,15925.0,6507.0,400.0,89.0,13.4,10458.0,96.0,30.0
1029,1305.0,1100.0,334.0,1098.0,151.0,16260.0,16260.0,4005.0,300.0,91.0,12.1,10162.0,86.0,42.0
1030,1190.0,978.0,324.0,1280.0,61.0,8840.0,8840.0,3620.0,500.0,57.0,16.2,6563.0,63.0,12.0
1031,996.0,866.0,377.0,1411.0,72.0,12065.0,12065.0,3615.0,430.0,62.0,12.5,8596.0,80.0,29.0
1032,1631.0,1431.0,434.0,1803.0,603.0,11150.0,11150.0,5130.0,550.0,78.0,13.3,8543.0,67.0,15.0
1033,167.0,130.0,46.0,199.0,676.0,11428.0,11428.0,5084.0,450.0,67.0,8.3,10291.0,67.0,16.0
1034,2989.0,1855.0,691.0,2988.0,1726.0,4990.0,4990.0,3560.0,500.0,75.0,18.1,4509.0,99.0,28.0
1035,1179.0,780.0,290.0,1130.0,638.0,9690.0,9690.0,4785.0,600.0,60.0,13.3,7940.0,74.0,38.0
1036,361.0,321.0,185.0,650.0,819.0,8842.0,8842.0,4782.0,600.0,57.0,14.2,7022.0,52.0,10.0
1041,2198.0,1786.0,632.0,2556.0,1004.0,12600.0,12600.0,6410.0,500.0,84.0,19.0,8353.0,82.0,15.0
1042,5139.0,3346.0,973.0,3717.0,1358.0,14400.0,14400.0,6200.0,450.0,66.0,18.4,8135.0,96.0,20.0
1043,2310.0,1767.0,1030.0,4882.0,2706.0,2370.0,6694.0,5137.0,500.0,74.0,15.7,6827.0,47.0,15.0
1045,1475.0,1257.0,362.0,1393.0,278.0,14200.0,14200.0,6500.0,500.0,64.0,9.6,9232.0,71.0,7.0
1046,9643.0,7751.0,1968.0,8894.0,2456.0,3004.0,10330.0,5558.0,500.0,84.0,16.6,9158.0,63.0,12.0
1047,3304.0,2804.0,679.0,2111.0,1489.0,12520.0,12520.0,6050.0,500.0,44.0,16.4,7957.0,61.0,10.0
1050,174.0,146.0,88.0,1047.0,33.0,8300.0,8300.0,3080.0,600.0,62.0,15.2,3365.0,58.0,8.0
1051,1500.0,1242.0,611.0,2024.0,292.0,3076.0,7070.0,2439.0,400.0,95.0,17.1,7744.0,84.0,12.0
1052,1196.0,697.0,499.0,959.0,13.0,4412.0,4412.0,2460.0,500.0,69.0,16.9,7083.0,21.0,21.0
1053,8065.0,5257.0,2301.0,11755.0,770.0,3036.0,8116.0,3610.0,800.0,82.0,18.0,7597.0,73.0,37.0
1054,604.0,452.0,295.0,690.0,222.0,9888.0,9888.0,4502.0,400.0,64.0,12.1,8741.0,75.0,15.0
1055,4772.0,3140.0,1265.0,6851.0,1200.0,3060.0,6120.0,3460.0,666.0,73.0,17.2,4776.0,51.0,22.0
1056,737.0,614.0,242.0,968.0,237.0,10425.0,10425.0,3975.0,500.0,61.0,14.7,8693.0,76.0,21.0
1057,440.0,407.0,149.0,643.0,80.0,12050.0,12050.0,3700.0,500.0,63.0,10.2,10965.0,75.0,35.0
1058,659.0,557.0,167.0,532.0,35.0,10485.0,10485.0,3840.0,475.0,76.0,13.5,7527.0,67.0,47.0
1059,2161.0,1951.0,685.0,2371.0,175.0,13440.0,13440.0,4048.0,600.0,92.0,13.5,12940.0,82.0,56.0
1060,1166.0,1009.0,510.0,2074.0,341.0,3340.0,4938.0,2987.0,528.0,67.0,17.0,6119.0,51.0,9.0
1062,882.0,730.0,330.0,926.0,12.0,4515.0,4515.0,2550.0,850.0,53.0,18.6,6990.0,60.0,2.0
1063,872.0,722.0,154.0,601.0,36.0,10194.0,10194.0,2600.0,500.0,57.0,11.4,5788.0,83.0,14.0
1064,1082.0,832.0,302.0,1133.0,30.0,11859.0,11859.0,3635.0,554.0,80.0,13.4,8354.0,85.0,34.0
1066,7693.0,5815.0,2328.0,12594.0,3661.0,3196.0,8074.0,3522.0,495.0,84.0,16.9,8246.0,63.0,30.0
1067,848.0,560.0,377.0,1855.0,1412.0,2320.0,5800.0,3066.0,500.0,62.0,14.8,5035.0,48.0,14.0
1068,1854.0,1391.0,732.0,3020.0,1174.0,2710.0,7000.0,4090.0,600.0,74.0,17.0,5201.0,51.0,9.0
1069,1465.0,1006.0,188.0,703.0,20.0,4450.0,4450.0,2522.0,500.0,43.0,22.9,5861.0,58.0,10.0
1070,2320.0,1805.0,769.0,3395.0,670.0,3620.0,6400.0,3392.0,580.0,71.0,12.8,6729.0,59.0,24.0
1071,1501.0,935.0,273.0,1059.0,34.0,12680.0,12680.0,4150.0,605.0,91.0,15.3,7875.0,75.0,51.0
1073,1801.0,1655.0,819.0,3224.0,436.0,2920.0,5840.0,3138.0,400.0,76.0,19.1,5039.0,43.0,13.0
1074,761.0,725.0,306.0,1337.0,300.0,10990.0,10990.0,3244.0,600.0,66.0,10.4,6871.0,69.0,21.0
