app,acc,enrol,ftime,ptime,instate,outstate,rbcost,bkcost,phd,sfratio,expend,grad,top10
3847,3433,527,1010,12,9384,9384,4840,600,22,14.3,7697,118,9
3589,2992,1367,7767,3827,2450,5050, ,500,83,15.6,7581,43,15
3788,2747,1269,8071,3629,2450,5050, ,500,78,12.8,9002,34,20
6189,3212,1418,8140,5947,2450,5050, ,500,62,14.1,7216,39,14
4681,3627,1749,8837,5624,2650,5250, ,500,100,12.5,7488,46,12
2174,1953,557,2332,53,15960,15960,5580,700,95,15.8,11659,77,35
4856,2492,727,2649,25,19510,19510,5565,500,95,10.5,15494,93,46
946,648,177,707,432,11790,11790,5770,500,75,11.9,10015,83,23
551,437,143,2515,639,10200,10200,4628, ,87,37.5, , , 
983,664,249,1698,894,9990,9990,5666,800,66,14.3,6084,64,23
6756,1930,871,3376,55,18624,18624,6664,550,97,5.9,30639,99,78
2496,1402,531,2121,69,17926,17926,8124,600,83,10.3,12580,91,53
303,198,101,443,153,9370,9370,4330, ,50,9.5,10497,53,10
2339,307,197,959,26, , ,8700,860,67,8.1,18798,95, 
19227,7171,3286,13072, ,19000,19000,6238,510,91,6.9,22480,93,81
866,619,157,1074,336,8920,8920,4310,680,68,14.6,6898,46,18
360,329,108,756,863,8310,8310,5500,600,43,12.7,5480,54,4
1457,1045,345,1109,502,14990,14990,4980,450,77,21.5,7502,64,27
4200,2874,942,4740,1646,14235,14235,6965,600,86,14.4,10864,80,30
3140,1783,454,1646,24,19700,19700,5050,300,91,9.6,17761,91,40
2083,1725,430,1464,67,17480,17480,4780,500,75,12.3,11625,73,22
2688,2081,500,1792,5,19029,19029,5841,600,99,12.1,13040,79,25
7428,5860,1349,6534,1350,11600,11600,5920,1000,81,13.9,10093,60,25
949,786,302,1210,26,9990,9990,3550,500,85,15,8187,67,30
238,235,108,888,390,7500,7500, ,600,31,14.3,4981, ,2
4892,3530,913,3906,1446,10690,10690,6790,570,66,16,8107,66,13
7259,5526,1368,5612,166,14424,14424,6192,634,58,11.5,9812,75,23
461,381,174,738,55,9600,9600,4550,600,55,13.3,7863,51,10
356,233,53,246,18,8190,8190,3920,500,100,7,11082, ,16
1470,1199,425,1820,558,11040,11040,4840,400,89,13.3,8118,94,21
2432,1730,563,2578,254,12370,12370,6800,500,92,13.6,10062,79,20
962,750,212,830,150,14700,14700,6550,450,97,11.3,11291,70,21
4731,3171,830,3557,658,10700,10700,5925,550,74,17.6,8408,69,12
478,327,117,731,370,11510,11510,6450,575,71,10.3,10502,77,9
695,535,239,988,785,10200,10200,7000,350,63,11.7,10622,68,21
1518,1378,788,4266,1811,7200,7200, ,500,67,13.8,5585, ,6
481,401,185,1402,579,8800,8800, ,800,38,9.7,3822,80,16
384,223,143,1146,236,8920,8920,4400,800,65,16.2,7891, ,6
1170,695,238,1170,429,7470,7470,4600,250,74,15.3,6898,88,14
947,798,266,1274,471,10850,10850,5150,550,77,13.6,8797,61,36
13594,7244,2505,12408,2814,17748,17748,7262,450,87,7.8,21227,71,70
2220,1796,467,1919,334,10320,10320,4762,450,68,14.2,7788,65,65
460,283,160,508,34,7950,7950,3810,600,35,11.6,9685,55,15
8256,3750,1522,5809,4379,11100,11000,5160,660,90,13.8,10059,62,37
1132,847,302,1379,214,16200,16200,4200,436,90,10.4,14329,62,58
1181,903,292,1622,166,13975,13975,6740,1500, ,10.8,13737,58, 
4996,4165,936,4291,16,17475,17475,5976,1230,94,15.4,15605,70,53
459,422,212,932,107,10220,10220,3546,520,45,13.4,7592,46, 
4704,3798,1381,7176,2578,13968,13968,5670,500, ,10.8,13508,68,30
939,894,269,1378,522,7950,7950,4150,600, ,23.8, , , 
419,170,373,1022,169, , , , ,105,8.2,7194,64, 
1380,768,263,1000,105,19300,19300,6694,600,89,6.1,14779,83,57
4293,2728,591,2322,263,18710,18710,5970,500,87,12.7,14837,81,25
2961,1932,628,2669,616,10800,10800,5100,575,71,14.1,8189,100,24
1489,1313,375,1688,131,10456,10456,4927,500,91,17.7,9828,78,13
1013,916,401,1562,695,6550,6550, ,450,63,19.3,5194,45, 
1368,1064,354,1687,677,10570,10570,5600,400,86,14.5,7908,66,19
7775,2836,2412,11785,1752,9400,9400, ,500,72,29.3,7435,65, 
707,512,222,1671,1512,7350,7350, ,600,52,13.6,5961,74,17
2753,1820,505,1801,45,18720,18720,5730,650,90,11.5,14980,85,31
861,609,215,1117,815,8650,8650,5700,500,69,16.1,6534,67,10
13528,9198,1843,10168,1231,2650,6550,4355,700,93,17.4,9075,74,16
14463,6166,1757,8544,671,2650,6550,4598,700,83,18,8055,80,60
12512,6969,1724,9744,1351,2650,6550,4712,600,91,10.5,13705,57,27
7294,3564,904,5758,1363,2650,6550,4460,500,79,19,6632,49,7
5318,3515,1025,7626,2091,2650,6550,4040,550,71,18.7,7511,42,8
7888,3519,1036,5011,346,2650,6550,4680,630,82,17.8,5563,53,6
4877,2798,814,4123,298,2650,6550,4420,620,82,16.3,6442,66,13
8598,4562,1143,5060,146,2650,6550,4170,600,79,19.1,5716,76,56
8399,3609,656,4658,1478,2650,6550,4240,550,85,15.3,6608,53,19
7500,4350,872,4627,483,2650,6550,4952,500,70,17.1,6111,60, 
8000,4556,1464,6943,869,2650,6550,4810,500,69,22,5280,63,17
5549,3583,853,5004,475,2650,6550,4176,600,80,17.9,6174,65,9
3150,2289,650,3598,234,2650,6840,4660,500,71,15.1,6436,59,16
10477,7260,2442,10142,117,15150,15150,6870,635,73,11.3,14231,67,28
1278,978,256,1525,798,12680,12680,4924,525,64,12.3,8344,65, 
3495,1712,528,1915,123,18732,18732,6204,450,94,11.5,15411,88,49
942,356,283,987, , , , , ,68,12.8,22083,71,44
13703,1610,1212,4229, , , , ,1100,37,8.8,46477,95,59
8766,5498,1243,5071,438,17840,17840,6582,500,93,5.9,26037,80,56
3550,1877,653,2164,77,18920,18920,5950,600,90,9.7,17089,90,53
1416,1015,417,1324,117,13500,13500,5800,585,67,13.2,9006,75,10
318,240,130,416,19,14900,14900,5550,600,93,8.3,13935,69,40
1002,857,606,1948,42,12584,12584,4192,520,86,5.2,22724,63, 
1432,1432,706,3932,2937,2450,5050, ,600,75,18.9,5383,26,5
5377,2872,1300,8247,4328,2450,5050, ,500,83,18.2,5801,47,18
3292,1317,707,3520,673,10258,10258,5570,700,75,21.6, ,61, 
2531,1978,778,4730,2007,9190,9190,5500,500,74,18.6,7148,53, 
2119,1264,390,2478,1441,2650,6550,4760,1125,80,14.9,8170,46,5
1897,1384,768,4890,3777,2450,5050, ,500,80,15.3,7177,30,9
1358,1328,370,2992,1202,2150,5750,4420,660,67,25.3,6288,22, 
15039,9649,3087,13963,3124,2650,6550,4731,708,90,13.6,11177,56,36
1289,1289,644,2343,2640,2100,2600, ,500,64,16.5,6324,36,1
2036, ,1725,1596,4333,2650,6550, ,600,58,15.1,8301, , 
1914,1190,634,2609,1482,14710,14710,8020,1300,69,10.2,13578,59, 
2170,2170,1433,5949,4887,2450,5050, , ,71,17.6,6154,48,9
130,82,33,199,31,8450,8450, ,1200,11,7.5,9442, , 
1454,1267,424,1874,757,11431,11431,4684,600,43,17.4,9090,66,20
1690,1366,662,2718,1460,10995,10995,4410,1000,68,17.6,8086,85,30
692,514,209,760,81,9900,9900,3990,400,76,13.3,9073,58,20
9251,7333,3076,13699,1213,3070,7452,3352,600,81,21.1,6918,67,14
1747,1382,449,1662,960,13050,13050,4000,500,64,12.1,9557,83,34
3877,3156,713,3051,513,15700,15700,4730,525,95,2.9,19733,67,71
1307,1090,616,2196,82,7344,7344,4410,570,50,15.3,6897,64,25
2222,1767,729,2636,625,1513,4731,4293,604,49,21.1,7219, , 
2407,2296,1304,7749,3961,3231,6462, ,808,91,18.5,7649,35,5
798,620,238,1165,1232,9800,9800,4430,400,46,11.1,6889,100,14
553,452,228,1301,242,9650,9650,4400,600,57,14.9,6336,83,22
2100,1883,553,1704,1,16240,16240,4690,500,84,11.1,14140,69,29
571,461,174,645,283,10850,10850,3670,400,58,12.8,7505,56,10
2762,2279,533,1835,14,16900,16900,4720,500,88,11.6,12423,81,32
2165,1783,412,1854,475,11800,11800,5030,550,51,12.4,6631, ,20
1304,1300,871,1272,2733,3096,3096, , ,53,19.6,4723,33,4
738,687,241,964,242,13780,13780,4410,500,68,12.5,9268,65,20
922,729,244,1000,275,14067,14067,4560,400,75,10.6,12165,79,37
2421,2109,820,3168,392,11700,11700,5550,600,89,14.5,7738,89,27
9210,3040,7425,15615,3230,3927,7854,3666,500,81,20.8,6397,46,10
2212,1538,408,1445,1,19240,19240,3690,750,95,11.1,14067,88,44
57,55,32,435,1174,6992,6992, ,720,17,9.6,7256,46,17
874,758,428,1605,246,9858,9858,3700,450,42,17.6,4796,55,21
1611,960,342,1089,210,13850,13850,3920,470,80,13.2,10223,96,27
1310,1086,458,1365,144,12250,12250,3530,400,85,16.7,7215,81,26
1109,922,375,1115,70,13240,13240,3914,600,73,13.4,9333,73,24
136,107,42,377,373,8064,8064,3860,650,61,8.7,7712, ,12
4778,2767,678,2587,120,19670,19670,5820,575,77,10.1,16593,83,50
2936,2342,669,2502,66,15990,15990,4080,600,73,14.5,9979,83,35
11023,8298,3183,14861,1310,3552,7629,4095,550,79,20.4,8811,64,21
2190,1700,458,1780,48,16732,16732,5650,550,93,12.1,12011,75,36
1496,1205,428,1648,936,12888,12888,4440,420,62,13.9,8802,87,26
845,734,254,662,351,7600,7600,3800,600,59,19,5096,39,5
6305,5190,3211,12487,9295,2888,7650,3844,550,71,16.7,6025,43, 
6855,5553,2408,11036,2011,3234,8907,4697,556,89,10.8,13889,54,26
6361,5293,1507,5889,665,11380,11380,4220,500,81,14.8,8894,93,26
3055,2959,1527,15428,5370,2693,7441,3719,550,81,20.4,6124,48, 
318,265,132,745,203,8468,8468,4140,500,68,15,5052, ,12
325,260,86,699,717,9600,9600,4202,450,39,10.5,7164,68,21
1092,890,477,847,497,8670,8670,4180,500,42,11.3,5738,68,27
1259,691,227,775, ,6346,6346,3392,550,26,13.4, , ,24
709,602,225,1372,611,10230,10230,4110,500,59,13.3,6943,67,15
1979,1739,575,1980,144,15948,15948,4404,400,82,12.8,10414,78,42
1959,1805,695,2849,1107,11520,11520,4960,600,73,13.3,9189,83,24
3297,2903,1907,9633,3662,2196,4536,3675,570,71,18,5483,50,13
15076,12860,5330,31039,6005,3087,9315,4484,525, ,13.1,10900,56,24
510,485,334,1114,94,7400,7400,3346,600,57,19.8,6869,58,18
9239,7788,3290,13606,807,3740,8856,3960,500,81,17.6,7846,85,35
713,661,252,712,23,15476,15476,3336,400,69,11.3,42926,48,25
 , , ,9967,3732, , , , ,80,8.1,8133, ,11
1406,1406,952,2536,1100,2262,4128, , ,42,17.3,5160, , 
538,538,319,1317,201,6293,6293,3717,400,65,20.8,6388,44, 
1782,1695,1238,3302,2686,1640,4017,2400,650,55,19.9,3823,36,15
149,114,81,344,150,5950,5950,2900,500,38,8.4,6560, ,19
3398,3191,1326,7517,4525,1133,1928,2150,500,65,22.8,3709,31,9
600,550,520,3255,558,1695,3590,2388,400,64,18.5,3692, ,10
1171,710,400,3236,434,1604,2064,2580,500,69,41.7,3440, , 
1378,1182, ,4952,2123,1338,2280,2280,400,62,20.2,3964,25, 
620,410,346, , , , , , ,40,16.2,3997,29, 
758,681,484,1707,705,5390,5390,3140,515,63,15.1,5511,50,35
776,765,351,1419,228,6400,6400,3150,500,58,16.2,6578,45,22
940,653,275,1613,541, , , , ,59,14.6,7454,40,30
285,280,208,1140,473,1408,3687,1920,600,67,23.6,3864,43,21
4522,3913,2181,12830,1658,1889,5336,3344,800,84,15.3,6433,48,29
350,343,251,1117,117,1212,3274,1800,90,58,18.1,4572,29,8
692,576,174,597,83,10500,10500,3860,600,58,11.6,8990,39,19
818,700,447,2962,651,1500,3738,2619,450,55,19.6,4444,53,20
 , ,920,4057,659,1298,3225,2130, , , ,4225, , 
4743,3970,2233,13436,2582,1737,5173,3526,765,86,11.5,10244,44,32
1712,1557,696,2936,433,11750,11750,4160,1200,94,11.5,11743,47,41
1223,650,632,2645,167,7950,7950,3994,480,51,15.5,7885,45,13
259,219,118,513,23,9200,9200,4000,375,23,16.8,7269,51, 
299,206,81,811,206,9600,9600,3150,500,56,14.3,5976,41,26
949,800,356,1662,529,2600,2600,3636,450,60,11.9,6390, , 
809,726,294,1271,43,12500,12500,4130,400,53,13.5,7136,52,27
2774,2092,482,1763,59,15800,15800,4790,450,97,12.3,12999,69,35
1561,1188,458,1548,840,13380,13380,4210,500,89,17.8,8747,81,48
 , , ,226,74, , , , ,55,16.9, , , 
1438,1279,695,3655,156,2790,7770,3720,660,77,20,5777, , 
4675,3948,1637,10332,929,2841,7890,3444,543,88,13.9,9383,45, 
491,447,271,1774,809,2904,8676,3560,750,20,14.7,7556,41, 
943,849,288,1041,35,14210,14210,3994,450,76,10.9,11216,42,41
1623,1574,837,6194,4992, , ,4365,750,78,20,6618,24, 
1966,1436,327,1199,61,19960,19960,5490,500,90,11.8,15886,68,47
1237,1037,768,3215,947,2700,7000,3400,600,89,17.6,6337, , 
8631,6732,2546,11669,1605,3090,10602,3660,570,79,19.7,8020,54,25
1758,1485,419,2041,174,12040,12040,4100,600,92,13.2,9060,72,27
112,87,53,503,91,7940,7940,4032,450,39,12.9,7516,29, 
1658,1327,395,1595,159,14800,14800,4620,400,91,13.3,10779,68,49
1038,839,227,973,306,15595,15595,4400,300,79,11.3,11644,80,30
2652,1900,484,1707,44,17080,17080,4440,400,73,9.9,11711,76,44
707,614,168,801,464,8374,8374,4000, ,42,10.8,6100,72,10
1163,850,348,878,519,12850,12850,5400,400,78,12.2,8954,73,23
1465,810,313,1088,16,18165,18165,6750,500,100,12.3,17449,89,71
6548,3813,862,3316,31,18550,18550,4750,800,95,14.2,13675,93,49
599,494,224,1035,446,10518,10518,6250,300,59,16.5,7117,71,8
8728,5201,1191,4265,291,17900,17900,5690,450,86,9.2,24386,74,60
776,607,198,791,764,14340,14340,5285,500,58,11.7,10961,74,25
212,197,91,471,148,13500,13500,5230,400,95,9.3,16095,52,28
342,254,126,518,232,10335,10335,5015,700,71,8.3,7729,73,25
1432,888,317,1121,493,10860,10860,5760,550,56,12.9,8604,96,29
1383,1199,435,1380,846,11645,11645,4530,500, ,19.3,6970,65,15
3014,2539,487,1889,62,18700,18700,5000,595,87,11.2,13861,87,31
3451,2934,1118,5306,1963,12348,12348,6180,500, ,13.1,9583,61,23
2830,2374,1003,4253,942,10578,10578,5114,550,84,13.8,8456,75,34
458,369,165,1057,355,11190,11190,4800,450,60,13.6,8135,54,16
2417,1843,426,1476,299,14190,14190,4400,500,65,12.8,9815,81,36
3270,2120,508,1748,40,24940,24940, ,590,93,10.9,15797,86,46
2464,1908,678,2693,691,10970,10970,4280,500,47,13.3,7711,65,24
668,534,237,1306,258,9476,9476,4820,500,67,20.1,6786,74,19
3596,2466,575,1944,46,19964,19964,4328,500,94,12.1,14720,83,42
2491,1110,573,2213,35,5224,5224,3048,525,65,18.4,4957,100,57
380,237,104,716,1108,11000,11000,5550,500,36,7.8,7483,96,30
2128,927,292,1083, ,18833,18833,6235,685,94,10.6,17021,95,76
622,354,169,1145,1148,8800,8800, ,675,44,11.2,6901,74,14
268,253,103,494,1305,10000,10000,5364,500,56,11.2,7305,69,16
6373,3264,1625,11375,1132,2954,7352,2906,500,77,20.6,6760,63,19
1005,859,298,1075,43,14850,14850,4460,450,97,12.7,12067,80,36
1456,1053,381,500,541,10910,10910,5160,400,66,15.6,7649,87,20
4010,2402,572,2018,226,18730,18730,5740,600,93,10.5,15365,92,36
2929,1834,622,2738,1662,12600,12600,5610,450,90,15.1,9084,84,20
1386,1060,320,965,502,13850,13850,4755,400,84,12.3,8196,85,28
6397,4304,1092,4298,132,18700,18700,5580,750,96,12.5,14665,91,40
1660,1091,326,1196,33,3020,4818,3400,350,71,12.6,10912,45,15
1286,1005,363,1363,74,13900,13900,4300,500,75,14,8024,72,16
1107,859,323,1452,402,11040,11040,4500,600,65,11.8,9034,66,13
1557,1074,397,1805,433,9813,9813,4050,425,45,16.7,7307,78,15
1742,1382,607,2258,53,10300,10300,5080,475,68,14.1,7762,89,30
1232,955,303,1241,485,14990,14990,4730,550,86,15.2,9566,74,23
395,318,166,807,1011,9358,9358,4264,500,58,10.9,7679,68, 
2519,1836,462,1656,352,16975,16975,4565,600,76,12.8,10888,83,30
2139,1492,502,2186,2171,12350,12350,5370,500,88,12.6,9603,63,24
6773,3028,1025,5847,946,3086,7844,2948,500,66,18,7041,75,15
2746,1505,1028,4787,789,2278,6312,2940, ,53,16.3,6912,58,14
1104,767,287,1130,65,2728,6122,3340,500,52,13,10621, , 
3812,2227,818,3947,611, , ,3256,500,66,19.4,7839,54,4
4419,3074,1349,6318,817,3086,7844,3650,500,54,19,6292,54, 
5880,2840,1136,5866,918,3512,8285,2970,500,58,19.4,6552,57,12
3570,2215,651,3390,325,2954,7352,3620,225,47,16.1,6374,63,17
2694,1725,606,2891,332,3154,7452,3364,650,48,15.9,8116,55, 
6011,3075,960,5146,1532,3086,7844,3830,450,72,16.8,7832,71,22
5818,3281,1116,5268,300,3086,7844,3504,450,80,18.8,6719,72,14
4655,3113,1241,5965,954,2954,7352,3256,500,72,16.9,6733,56,26
6502,3539,1372,7484,1904,3086,7844,4108,400,76,15.3,6773,52,11
974,704,290,1145,39,12520,12520,3860,1300,16,7.5,11641,57,5
1538,1259,468,1664,1042,11690,11690,5062,600,48,12.9,8028,68,19
875,744,207,1173,1402,9700,9700,4830,400,45,14.5,7652,66,7
907,771,387,2621,1808,6540,6540,4326,500,58,18.5,5266,58, 
936,794,197,752,210,11240,11240,4180,350,71,11.2,10065,71,24
1046,824,284,1223,451,10880,10880,5050,400,64,19.3,7344,69,21
2519,2003,776,2473,1314,12750,12750,6350,350,84,17.4,8243,83,39
700,595,278,1035,182,10850,10850,3936,500,62,12.3,8534,88,19
2096,1512,465,1442,166,16130,16130,4710,400,83,13.9,10554,90,27
3203,1255,413,1387, ,19124,19124,6584,772,93,8.8,23975,95,81
7987,5145,2399,14726,4666,5314,10096,5282,600,87,11.2,12231,45,15
1154,951,253,791,140,11172,11172,4958,700,68,11.6,9186,60,15
12394,5232,2464,9205,531,17020,17020,7270,500,95,6.3,25765,93,85
8586,6383,2503,13138,4289,4962,10786,4560,400,93,7.8,13789,66,25
4471,2942,910,3674,493,11584,11584,5986,650,83,14.1,9131,92,29
1399,1026,308,1131,17,14900,14900,5160,500,82,11.6,12082,79,44
7759,5588,1477,6362,1292,15925,15925,6507,400,89,13.4,10458,96,30
1305,1100,334,1098,151,16260,16260,4005,300,91,12.1,10162,86,42
1190,978,324,1280,61,8840,8840,3620,500,57,16.2,6563,63,12
996,866,377,1411,72,12065,12065,3615,430,62,12.5,8596,80,29
1631,1431,434,1803,603,11150,11150,5130,550,78,13.3,8543,67,15
167,130,46,199,676,11428,11428,5084,450,67,8.3,10291,67,16
2989,1855,691,2988,1726,4990,4990,3560,500,75,18.1,4509,99,28
1179,780,290,1130,638,9690,9690,4785,600,60,13.3,7940,74,38
361,321,185,650,819,8842,8842,4782,600,57,14.2,7022,52,10
245,180,69,485,752,9950,9950, ,500,42,11,8846, ,17
19315,10344,3450,28938,2025,4966,10645,4060,512,77,18.1,8992,63,48
2740,2497,1188,4828,605,3086,7844,2924,550,61,19.2,5556,63, 
12586,3239,1462,5643,349,19528,19528,5926,720,99,7.6,20440,97,87
2198,1786,632,2556,1004,12600,12600,6410,500,84,19,8353,82,15
5139,3346,973,3717,1358,14400,14400,6200,450,66,18.4,8135,96,20
2310,1767,1030,4882,2706,2370,6694,5137,500,74,15.7,6827,47,15
1831,842,379,1846, ,16684,16684,6672,1500,27,10,11622,96,17
1475,1257,362,1393,278,14200,14200,6500,500,64,9.6,9232,71,7
9643,7751,1968,8894,2456,3004,10330,5558,500,84,16.6,9158,63,12
3304,2804,679,2111,1489,12520,12520,6050,500,44,16.4,7957,61,10
1199,904,397,1533,734,7730,7730,3170,750,60,19.2,5825,39, 
1622,1472,341,1203,63,5210,5210,2992,120,44,14.6,5360,48, 
174,146,88,1047,33,8300,8300,3080,600,62,15.2,3365,58,8
1500,1242,611,2024,292,3076,7070,2439,400,95,17.1,7744,84,12
1196,697,499,959,13,4412,4412,2460,500,69,16.9,7083,21,21
8065,5257,2301,11755,770,3036,8116,3610,800,82,18,7597,73,37
604,452,295,690,222,9888,9888,4502,400,64,12.1,8741,75,15
4772,3140,1265,6851,1200,3060,6120,3460,666,73,17.2,4776,51,22
737,614,242,968,237,10425,10425,3975,500,61,14.7,8693,76,21
440,407,149,643,80,12050,12050,3700,500,63,10.2,10965,75,35
659,557,167,532,35,10485,10485,3840,475,76,13.5,7527,67,47
2161,1951,685,2371,175,13440,13440,4048,600,92,13.5,12940,82,56
1166,1009,510,2074,341,3340,4938,2987,528,67,17,6119,51,9
725,554,369,786,682,7100,7100,3500,300,39,11.2,6321, ,5
882,730,330,926,12,4515,4515,2550,850,53,18.6,6990,60,2
872,722,154,601,36,10194,10194,2600,500,57,11.4,5788,83,14
1082,832,302,1133,30,11859,11859,3635,554,80,13.4,8354,85,34
2556,1752,946,4396,515,2200,4380,2736,600,60,18.3,5542, ,7
7693,5815,2328,12594,3661,3196,8074,3522,495,84,16.9,8246,63,30
848,560,377,1855,1412,2320,5800,3066,500,62,14.8,5035,48,14
1854,1391,732,3020,1174,2710,7000,4090,600,74,17,5201,51,9
1465,1006,188,703,20,4450,4450,2522,500,43,22.9,5861,58,10
2320,1805,769,3395,670,3620,6400,3392,580,71,12.8,6729,59,24
1501,935,273,1059,34,12680,12680,4150,605,91,15.3,7875,75,51
885,553,381,2207,1058,2295,5739, ,312,70,15.9,5307,38,13
1801,1655,819,3224,436,2920,5840,3138,400,76,19.1,5039,43,13
761,725,306,1337,300,10990,10990,3244,600,66,10.4,6871,69,21
938,938,588,2629,1283,1323,3222,2714,500,63,29.2,3544,51,7
342,182,135,538,228,7540,7540,2710,600,38,11.4,7334,75,12
385,358,229,988,597,1323,3222,2604,600,47,19.4,5291,35,5
600,197,124,392,69,7260,7260,3090,600,31,12.9,9249,21,3
279,276,126,600,435,6844,6844,2980,500,45,11.7,5073,44,17
2056,2054,2054,2239,686,1411,3437,2202,550,68,20.2,5252,54,10
437,400,211,614,271,8990,8990,3064,500,73,14.8,7881,48,13
1034,932,866,1691,557,1364,3573,2900,500,80,15.5,6411, ,27
2807,2589,1701,7000,1103,1454,3811,2190,500,62,15,5084,67,13
2160,2031,1268,5368,1066,1454,3811,2620,675,71,14.6,6456, ,15
2863,2154,1179,4772,2763,1616,5550,2930,700,66,18.2,5087,36, 
1220,974,481,1964,623,7800,7800,3664,650,61,11.1,7614,49,28
502,384,104,347,74,6200,6200,2900,600,63,11.7,7623,35,11
1096,951,464,1776,239,8150,8150,3150,400,61,13.6,6716,67,27
880,520,224,1068,364,9300,9300,3260,600,81,11.1,8129,63,16
308,281,199,491,251,5500,5500,2950,250,55,11.3,6020,37,12
1239,1134,611,1957,343,5775,5775,3340,500,97,16.2,8048,73, 
3330,2730,1303,6706,2640,1800,5800,3000,600,73,14,9825,42,15
1078,720,226,850, ,6240,6240,3690,600,74,12.5,6911,43,24
895,548,314,1174,50,5500,5500,3340,600,68,16.1,6078,62,20
355,300,142,509,44,8664,8664,3350,600,65,10.7,8954,65,34
503,408,293,776,68,5400,5400,3150,600,30,11.1,4666, ,13
831,538,224,840,325,5170,5170,3430,600,61,16.1,5531,60,15
651,498,453,1831,180,4788,4788,3320,500,42,18.5,4914,52, 
409,261,177,983,149,4200,4200,1700,500,59,16.2,6489, ,15
787,562,363,925,605,5950,5950,2890,600,67,14.6,5177,53,21
1464,888,176,624,128,11200,11200,4208,500,80,11.1,8317,51,26
3921,2557,1691,10621,4864,1974,5908,2500,500,77,16.9,6578,33, 
4587,3423,2132,12541,2885,1616,5550,2352,500,69,19.2,4902,39, 
610,461,189,685,49,8200,8200,3300,550,63,12,8128,64,26
699,660,349,1198,296,8414,8414,3496,504,49,14.1,7665,59, 
2302,1831,391,1345,59,15200,15200,4768,550,90,10.8,13388,77,58
6626,4122,721,4566,1913,1470,4836,2290, ,72,18.6,7527,41,24
2594,2542,1580,6461,910,1740,4025,3625,700,76,16.9,5799,54,11
232,182,99,402,237,7070,7070,3640,400,59,8.9,6286,36,7
272,272,145,770,213,4750,4750,3270,500,57,14,5881,49,13
626,372,145,983,40,7700,7700,3400,450,70,21.9,4933,52,12
846,752,406,1688,502,5780,5780,2530,550,44,13.5,3861, ,35
2091,1338,991,5359,1758,1824,5800,3304,600,76,16.8,6339,39, 
7473,5372,3013,15749,3237,1830,5764,3262,750,86,16.5,8612,53,27
1934,1500,1123,4669,675,1900,5832,2890,500,68,19.6,5396,48, 
1445,966,326,1129,24,15350,15350,4080,450,89,10.3,18784,82,46
7791,4690,1499,5500,90,17865,17865,6525,630,93,5.8,23850,83,71
315,242,108,410,15,7300,7300,3950,450,70,12.6,6966,62, 
1660,1232,721,2885,537,7440,7440,3300,450,70,18.1,7041,60,23
3540,2001,1016,4190,1512,840,5130,3592,500,60,23.1,4010,34,24
948,798,295,1120,15,11280,11280,4342,400,81,13,11361,71,42
232,216,106,534,172,6900,6900,3800,450,67,12.1,6875,42,16
360,314,155,848,1542,5400,5400,3270,500,48,14.4,7081,87,37
379,341,265,1050,151,4950,4950,2780,530,62,15.7,5619,38,10
2219,1441,719,4129,1343,1580,5390,3380,810,87,21.8,5073,35, 
467,424,350,1365,334,6300,6300,2980,700,75,13.7,7054,38,16
516,454,322,1201,214,5190,5190,2992,400,59,12.7,5684,37,13
413,330,215,1247,430,5400,5400,2340,600,65,14,5438,56, 
261,159,114,455,84,5180,5180,3624,500,55,11,9203, ,7
1163,927,386,1685,556,8840,8840,4689,750,67,11.4,6095,95,16
2336,1725,1043,5438,4058,864,4752,3040,508,48,18.4,5879,26,10
477,417,204,1532,77,8840,8840,4240,600,58,20.8,6863,56,29
550,500,275,863,218,6612,6612,2954,300,39,11.9,5367,39,9
478,416,259,1351,555,4950,4950,3136,600,46,16.4,5081, ,15
578,411,187,880,477,6930,6930,3452,400,57,11,6383,32,25
1597,1125,751,3404,1734,840,5130,3436,630,95,21.6,4001,36, 
4418,2737,2049,14047,5134,672,4104,3579,450,86,22.6,5657,35,23
2308,1336,295,1202,942,8530,8530,3644,616,56,14.9,7114,37,22
4040,4040,1800,7410,3055,991,3486,2536, ,92,22.9, ,16, 
7935,1514,633,2674, ,9950,9950,5725,525,91,8.6,22836,91,87
4839,3549,1577,8901,2245,840,5130,2970,900,76,27.2,4029,43,41
584,413,131,521,99,8955,8955,5900,500,51,11.8,8545,52,19
4301,3455,1166,4892,387,12772,12772,5078,576,74,13.5,12726,72,41
8532,5316,2421,13806,4277,840,4860,3676,500,70,21.2,4056,39,14
321,318,172,620,280,7536,7536,3736,430,44,13,5309,36,11
1244,912,352,1177,43,11850,11850,4675,600,83,11.3,12995,67,44
1272,1012,375,1732,936,9428,9428,4070,600,76,15.7,7037,46,20
1243,1020,414,2149,418,8678,8678,3858,700,82,16.2,7651,72,33
5870,4461,2272,9851,1289,780,4860,3610,200,85,21.4,3997,50,12
 , ,305,1535,412,672,3888,2980,450,68,18.8,5478,28,7
2405,2234,1061,4564,448,840,4290,3500,598,55,19.4,5967,35,10
1195,1095,923,4856,724,840,4860,2784,1000,60,21.9,4242,41, 
4095,3079,1195,5064,660,8490,8490,3320,650,81,14.8,9158,64,33
575,482,206,542,9,3750,3750,3060,350,48,12.1, ,25,9
254,189,189,503,40,3605,3605,2430,300,37,18.4,4800,26,15
1822,1481,1055,4455,941, , , , ,89,19.7,5049,42,10
497,423,215,895,429,7850,7850,3410,490,54,13.8,7002,50,27
