"app","acc","enrol","ftime","ptime","instate","outstate","rbcost","bkcost","phd","sfratio","expend","grad","good"
2491,1110,573,2213,35,5224,5224,3048,525,65,18.4,4957,100,1
1005,859,298,1075,43,14850,14850,4460,450,97,12.7,12067,80,1
4010,2402,572,2018,226,18730,18730,5740,600,93,10.5,15365,92,1
6397,4304,1092,4298,132,18700,18700,5580,750,96,12.5,14665,91,1
2519,2003,776,2473,1314,12750,12750,6350,350,84,17.4,8243,83,1
12394,5232,2464,9205,531,17020,17020,7270,500,95,6.3,25765,93,1
1399,1026,308,1131,17,14900,14900,5160,500,82,11.6,12082,79,1
1305,1100,334,1098,151,16260,16260,4005,300,91,12.1,10162,86,1
1179,780,290,1130,638,9690,9690,4785,600,60,13.3,7940,74,1
12586,3239,1462,5643,349,19528,19528,5926,720,99,7.6,20440,97,1
8065,5257,2301,11755,770,3036,8116,3610,800,82,18,7597,73,1
440,407,149,643,80,12050,12050,3700,500,63,10.2,10965,75,1
659,557,167,532,35,10485,10485,3840,475,76,13.5,7527,67,1
2161,1951,685,2371,175,13440,13440,4048,600,92,13.5,12940,82,1
1082,832,302,1133,30,11859,11859,3635,554,80,13.4,8354,85,1
1501,935,273,1059,34,12680,12680,4150,605,91,15.3,7875,75,1
355,300,142,509,44,8664,8664,3350,600,65,10.7,8954,65,1
2302,1831,391,1345,59,15200,15200,4768,550,90,10.8,13388,77,1
1445,966,326,1129,24,15350,15350,4080,450,89,10.3,18784,82,1
7791,4690,1499,5500,90,17865,17865,6525,630,93,5.8,23850,83,1
948,798,295,1120,15,11280,11280,4342,400,81,13,11361,71,1
360,314,155,848,1542,5400,5400,3270,500,48,14.4,7081,87,1
4301,3455,1166,4892,387,12772,12772,5078,576,74,13.5,12726,72,1
1244,912,352,1177,43,11850,11850,4675,600,83,11.3,12995,67,1
1243,1020,414,2149,418,8678,8678,3858,700,82,16.2,7651,72,1
4095,3079,1195,5064,660,8490,8490,3320,650,81,14.8,9158,64,1
2425,1818,601,2110,95,12240,12240,5150,500,94,9.6,14703,93,1
681,588,246,1058,73,10760,10760,6230,500,85,13.4,8731,63,1
374,280,185,995,408,8550,8550,4050,500,75,12.6,7237,62,1
6075,5349,2367,9919,484,6450,6450,3920,600,71,18.5,7503,72,1
11223,5285,2082,9652,742,3900,7994,4544,500,77,17.9,5212,98,1
696,616,169,653,56,13970,13970,6110,370,88,9.2,16358,68,1
462,402,146,527,41,14500,14500,6000,500,91,6.5,18953,61,1
5892,2718,756,2854,594,14500,14500,3285,700,75,11.7,11984,100,1
4350,2178,756,2997,736,2026,6490,4942,650,75,17.6,5358,84,1
3315,1096,425,1584,3,13750,13750,4619,680,81,9.6,15736,90,1
81,72,51,139,3,8730,8730,3600,400,92,9.3,10922,58,1
1886,1524,526,2523,296,13000,13000,4450,600,78,14.7,9553,69,1
1603,1392,504,2580,302,13312,13312,4488,600,78,11,9431,83,1
1183,1016,411,1922,704,12669,12669,4875,600,83,16.8,10368,66,1
4044,2826,688,2738,138,16230,16230,4500,630,79,15,11217,63,1
12749,7025,3343,20356,4582,2907,8199,4218,708,96,9,16527,65,1
6540,5839,2440,14445,1344,2907,8200,4210,800,84,16.9,10912,56,1
1861,998,359,1220,46,16670,16670,4900,750,80,10.5,13198,72,1
1121,926,372,1270,160,12660,12660,4500,678,80,16.9,8328,80,1
1243,947,324,1129,74,17163,17163,3891,525,76,10.1,13965,77,1
5152,4600,1685,7016,804,11610,11610,4760,600,86,13.5,9982,77,1
14901,10932,4631,23945,2200,2737,9096,4290,535,93,11.5,11006,72,1
